"year","geo","wstatus","worktime","age","sex","unit","isco08","values"
2014,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.7
2015,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.5
2016,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.7
2017,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.5
2018,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.3
2019,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.2
2020,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2021,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.1
2022,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.1
2023,"Netherlands","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.7
2014,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.8
2015,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.4
2016,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.4
2017,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.2
2018,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.1
2019,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.9
2020,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.5
2021,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.6
2022,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.5
2023,"Norway","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.2
2014,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.1
2015,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.1
2016,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.2
2017,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.8
2018,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.2
2019,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.1
2020,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.6
2021,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.7
2022,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.4
2023,"Poland","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2014,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.4
2015,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.3
2016,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.6
2017,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.5
2018,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.4
2019,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.1
2020,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.1
2021,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.4
2022,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.2
2023,"Portugal","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.1
2014,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.6
2015,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.2
2016,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2017,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2018,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.2
2019,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2020,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.7
2021,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.3
2022,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.1
2023,"Romania","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.9
2014,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.9
2015,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",44.6
2016,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",44.7
2017,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",44.2
2018,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",44
2019,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",44.2
2020,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",43.6
2021,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",43.7
2022,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",43.3
2023,"Serbia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",42.9
2014,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.2
2015,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.1
2016,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.4
2017,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.1
2018,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39
2019,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.8
2020,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",37.8
2021,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.3
2022,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.4
2023,"Sweden","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.2
2014,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.9
2015,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41
2016,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.5
2017,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.9
2018,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.1
2019,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40
2020,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.4
2021,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.2
2022,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.9
2023,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.6
2014,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40
2015,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.2
2016,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",40.1
2017,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.7
2018,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.8
2019,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.8
2020,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",39.2
2021,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.5
2022,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.4
2023,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",38.2
2014,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",50.2
2015,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",49.5
2016,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",49
2017,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",48.6
2018,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",47.9
2019,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",47.3
2020,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",46
2021,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",46.3
2022,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",46.6
2023,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",46.6
2014,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.4
2015,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.3
2016,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.5
2017,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41.2
2018,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41
2019,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Total","Hour","Total",41
2014,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",20.8
2015,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",20.8
2016,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",20.9
2017,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21
2018,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.3
2019,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.6
2020,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",20.8
2021,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21
2022,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.4
2023,"Austria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.7
2021,"Bosnia and Herzegovina","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",17.3
2022,"Bosnia and Herzegovina","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19
2023,"Bosnia and Herzegovina","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.5
2014,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.6
2015,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.7
2016,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.9
2017,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",24.5
2018,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",24.5
2019,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",24.3
2020,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",24.4
2021,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.6
2022,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.7
2023,"Belgium","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.4
2014,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.8
2015,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.5
2016,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.6
2017,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.8
2018,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",20.1
2019,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.6
2020,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.6
2021,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",21.1
2022,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.8
2023,"Bulgaria","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",19.9
2014,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",22.9
2015,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.1
2016,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.3
2017,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.5
2018,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.4
2019,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.5
2020,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.3
2021,"Switzerland","Employed persons","Part-time","From 20 to 64 years","Females","Hour","Total",23.5
